EmployeeID,Name,Gender,Age,Department,JobRole,EducationLevel,JoiningDate,CountryCode,Country,PhoneNumber,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,LastLeaveDate,LeaveDayName,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk,CustomerSatisfaction_missing
158,James Scott,Female,55,Marketing,Content Lead,5,16-07-2018,1,Canada,313634861,122095,15,0,02-08-2024,Friday,13,32,5.0,2020,7,7.0,4,No,1
159,Stephen Harris,Other,60,Support,Support Engineer,3,12-08-2012,44,UK,8885076357,176852,18,9,18-06-2024,Tuesday,2,62,3.0,2014,13,4.9,5,No,0
160,Bryan Brown,Male,51,Sales,Sales Executive,4,11-05-2010,1,USA,9471210972,138076,2,15,04-04-2024,Thursday,7,47,3.0,2022,15,7.1,3,No,0
161,James Harrison,Male,53,Support,Helpdesk,1,18-06-2023,49,Germany,6286762941,166057,33,17,28-06-2024,Friday,2,77,1.0,2024,2,0.57,3,No,0
162,Tracy Peterson,Female,35,Finance,Accountant,3,06-11-2021,33,France,3976761507,81547,37,9,04-03-2024,Monday,3,30,5.0,2021,4,1.1,4,No,1
163,Juan Garcia,Female,47,HR,HR Executive,4,27-06-2017,1,Canada,253325873,78148,5,10,11-05-2024,Saturday,4,22,5.0,2024,8,7.33,5,No,1
164,Carrie Huber,Female,25,HR,HR Manager,2,12-02-2020,91,India,8387775499,57534,39,3,26-10-2024,Saturday,15,14,5.0,2022,5,1.7,3,No,1
165,Craig Rodgers,Other,60,IT,Tester,3,28-10-2010,1,Canada,7031330758,77413,27,0,20-01-2024,Saturday,6,50,5.0,2020,15,4.6,2,No,1
166,Jonathan Jones,Female,31,IT,Tester,1,06-08-2023,49,Germany,7261891066,143831,17,0,12-12-2024,Thursday,13,72,5.0,2023,2,6.6,3,No,1
167,Miss Erin Campbell,Female,28,HR,HR Manager,2,02-01-2022,33,France,7354943816,126163,6,10,20-04-2024,Saturday,11,15,5.0,2022,3,7.13,3,No,1
168,Brian Thomas,Other,34,HR,HR Executive,1,08-04-2020,49,Germany,9798359260,151729,35,0,09-08-2024,Friday,14,46,5.0,2020,5,3.0,3,No,1
169,Joshua Crawford,Other,33,Support,Support Engineer,1,02-11-2015,91,India,5402809893,44773,6,7,11-03-2024,Monday,5,57,8.0,2020,10,7.63,3,No,0
170,Rebecca Thomas,Female,60,Sales,Account Manager,1,23-06-2020,1,Canada,6006961550,115425,40,25,22-08-2024,Thursday,5,78,1.0,2024,5,-2.17,1,Yes,0
171,Olivia Villarreal,Other,60,Marketing,SEO Analyst,3,06-10-2012,33,France,4202335425,52297,39,1,16-03-2024,Saturday,12,72,5.0,2017,13,2.03,5,Yes,1
172,Mr. Ricardo Compton DDS,Female,22,HR,HR Manager,3,01-04-2013,44,UK,3398857852,166881,6,1,23-06-2024,Sunday,13,77,5.0,2020,12,8.63,3,No,1
173,Cory Preston,Female,39,Support,Support Engineer,2,24-07-2012,44,UK,313354419,38986,8,13,14-08-2024,Wednesday,12,53,10.0,2015,13,6.23,1,No,0
174,Teresa Kirk,Other,43,Marketing,Content Lead,5,17-08-2012,91,India,7050402667,172355,27,11,25-10-2024,Friday,13,43,5.0,2024,13,2.77,4,No,1
175,Rachel Long,Other,51,Marketing,SEO Analyst,1,01-10-2023,91,India,667583620,43852,39,14,20-03-2024,Wednesday,11,73,5.0,2024,2,-0.13,4,No,1
176,Michael Wallace,Male,24,Support,Helpdesk,2,11-11-2016,49,Germany,5192109512,134669,28,24,07-11-2024,Thursday,11,45,4.0,2024,9,0.4,3,No,0
177,Ian Malone,Male,59,Support,Helpdesk,4,23-03-2023,49,Germany,7898200241,126177,10,15,20-08-2024,Tuesday,10,78,3.0,2023,2,5.5,1,No,0
178,Mark Rodriguez,Male,49,Sales,Account Manager,5,12-11-2010,44,UK,5818266387,47221,12,4,17-07-2024,Wednesday,3,56,6.0,2018,15,6.93,4,No,0
179,Ashley Owen,Other,34,Marketing,SEO Analyst,5,05-11-2016,44,UK,820698383,88315,22,17,18-08-2024,Sunday,12,24,5.0,2017,9,2.77,2,No,1
180,Barbara Stokes,Male,49,Support,Helpdesk,1,07-08-2011,33,France,5786905061,139006,23,26,07-12-2024,Saturday,3,79,8.0,2015,14,1.07,2,No,0
181,Veronica Chapman,Other,30,Support,Helpdesk,3,25-06-2021,44,UK,7878407730,124984,12,6,11-09-2024,Wednesday,5,75,3.0,2021,4,6.6,3,No,0
182,Emily Gonzalez,Other,51,Support,Support Engineer,2,28-09-2014,49,Germany,7248335764,48033,8,2,16-03-2024,Saturday,7,70,4.0,2022,11,8.07,3,No,0
183,Colton Weaver,Female,28,Sales,Account Manager,4,04-10-2017,1,USA,6874372178,176131,18,16,26-11-2024,Tuesday,1,27,4.0,2017,8,3.73,3,No,0
184,Samuel Boyd,Other,58,Finance,Auditor,5,25-02-2014,91,India,6522970404,83089,4,26,10-03-2024,Sunday,3,45,5.0,2014,11,4.87,2,No,1
185,Sarah Bennett,Female,33,Sales,Sales Executive,2,06-06-2022,1,Canada,9012395019,65067,31,9,09-07-2024,Tuesday,7,25,1.0,2022,3,2.3,4,No,0
186,Jane Carroll,Other,29,IT,Developer,3,11-08-2014,49,Germany,5988948625,35093,37,13,24-11-2024,Sunday,5,35,5.0,2024,11,0.43,4,Yes,1
187,Zachary Guzman,Female,33,Support,Support Engineer,2,07-07-2021,91,India,9813406304,161083,16,15,14-02-2024,Wednesday,12,58,6.0,2024,4,4.3,3,No,0
188,Michael Martin,Male,26,Support,Support Engineer,2,20-12-2011,91,India,3900173441,142521,23,5,24-05-2024,Friday,15,79,4.0,2012,14,4.57,4,No,0
189,Julie Stafford,Other,55,Finance,Accountant,3,25-12-2021,91,India,880663235,98836,40,6,28-12-2024,Saturday,7,26,5.0,2021,4,1.0,2,No,1
190,Dylan Hansen MD,Other,23,Finance,Auditor,5,28-04-2016,33,France,6866315776,36596,20,22,22-11-2024,Friday,8,7,5.0,2020,9,2.33,5,Yes,1
191,Michael Rangel,Male,25,HR,HR Executive,3,16-08-2022,44,UK,5004649584,79311,9,20,24-02-2024,Saturday,1,7,5.0,2023,3,4.87,4,No,1
192,Bryan Brock,Other,51,IT,Engineer,3,14-06-2019,91,India,1492662401,177547,39,16,12-02-2024,Monday,13,11,5.0,2023,6,-0.47,3,Yes,1
193,Alison Cunningham,Male,51,Support,Support Engineer,1,26-02-2019,44,UK,7811912545,139711,39,28,01-01-2024,Monday,6,17,7.0,2020,6,-2.47,5,Yes,0
194,Sarah Lawson,Female,23,Finance,Auditor,2,21-07-2011,1,Canada,7262797768,133661,25,11,12-01-2024,Friday,13,36,5.0,2021,14,3.17,4,No,1
195,Patrick Daniels,Other,55,Support,Helpdesk,2,11-11-2017,1,USA,3096763470,119959,26,4,20-08-2024,Tuesday,6,6,3.0,2023,8,4.13,3,No,0
196,Kimberly Perkins,Male,29,HR,HR Manager,3,14-01-2012,44,UK,4204062338,41236,37,17,26-01-2024,Friday,6,26,5.0,2024,13,-0.23,4,No,1
197,John Thomas,Male,36,HR,HR Executive,1,24-08-2020,44,UK,5886186337,60667,4,11,03-07-2024,Wednesday,7,12,5.0,2020,5,7.37,4,No,1
198,Frank Smith,Male,57,Finance,Accountant,3,01-12-2014,91,India,5273658507,85219,20,5,28-11-2024,Thursday,12,73,5.0,2020,11,5.17,4,No,1
199,Christopher Cooper,Male,22,IT,Tester,5,14-05-2017,1,Canada,6720465680,113299,13,7,01-09-2024,Sunday,11,69,5.0,2022,8,6.23,2,Yes,1
200,Kelly Jackson,Other,35,IT,Engineer,4,13-11-2021,49,Germany,7117811985,73218,39,2,20-12-2024,Friday,2,15,5.0,2024,4,1.87,2,No,1
201,Alexandra Johnson,Other,51,Finance,Accountant,4,17-12-2015,1,USA,1306255311,166935,17,29,28-08-2024,Wednesday,2,13,5.0,2020,10,1.77,5,No,1
202,Leslie Zimmerman,Female,21,Finance,Accountant,1,09-02-2015,33,France,2855730896,149268,25,4,24-06-2024,Monday,2,42,5.0,2019,10,4.33,5,No,1
203,Paul Murray,Female,24,Marketing,SEO Analyst,5,11-06-2023,44,UK,3180398477,167109,22,15,09-12-2024,Monday,15,21,5.0,2023,2,3.1,3,Yes,1
204,Shannon Hall,Female,23,HR,HR Executive,3,25-04-2020,91,India,2532690427,44615,10,20,08-02-2024,Thursday,1,67,5.0,2024,5,4.67,5,No,1
205,Eric Mitchell,Female,40,Marketing,Content Lead,2,27-07-2019,44,UK,8974823350,174938,33,26,16-09-2024,Monday,3,7,5.0,2021,6,-0.93,3,No,1
206,Erica Murphy,Male,55,Sales,Sales Executive,2,16-10-2016,1,Canada,5882535027,141609,8,22,08-06-2024,Saturday,7,14,8.0,2019,9,4.73,4,No,0
207,David Bradford,Male,48,Support,Helpdesk,1,06-10-2023,1,USA,6890676189,143395,26,30,03-09-2024,Tuesday,15,61,10.0,2023,2,-0.2,2,No,0
208,William Lopez MD,Male,48,Support,Support Engineer,5,24-05-2019,49,Germany,5260174442,91560,32,28,20-10-2024,Sunday,6,54,7.0,2024,6,-1.07,4,No,0
209,David Salas,Female,42,Sales,Account Manager,4,18-12-2023,44,UK,9474252730,178594,4,1,04-10-2024,Friday,10,8,3.0,2024,2,9.03,3,No,0
210,Sean Wilcox,Other,49,Sales,Sales Executive,1,05-07-2013,91,India,3597521242,136861,6,27,04-10-2024,Friday,11,34,2.0,2017,12,4.3,3,No,0
211,Tommy Rios,Female,48,Finance,Auditor,3,12-12-2018,49,Germany,4979789866,70640,13,16,12-06-2024,Wednesday,13,64,5.0,2023,7,4.73,2,No,1
212,Peter Wilson,Male,60,Sales,Account Manager,1,14-12-2010,1,Canada,3163723548,86918,35,25,26-07-2024,Friday,10,14,7.0,2018,15,-1.17,5,No,0
213,William Welch,Female,27,Sales,Sales Executive,3,09-12-2018,1,Canada,1786923734,87099,9,24,26-10-2024,Saturday,3,30,4.0,2023,7,4.2,3,No,0
214,Austin Bradford,Other,52,Sales,Account Manager,2,09-06-2017,1,Canada,5385807959,33037,18,6,23-07-2024,Tuesday,7,46,8.0,2021,8,5.4,3,No,0
215,Veronica White,Female,38,HR,HR Manager,4,14-09-2017,1,USA,1643901394,143214,36,28,21-10-2024,Monday,11,30,5.0,2021,8,-1.87,5,No,1
216,Zachary Smith,Female,30,Marketing,SEO Analyst,2,22-04-2022,91,India,9845162363,168202,17,14,18-03-2024,Monday,1,80,5.0,2023,3,4.27,5,No,1
217,David King,Other,25,IT,Engineer,3,22-10-2010,44,UK,5754956404,151301,31,30,08-03-2024,Friday,12,46,5.0,2018,15,-1.2,4,No,1
218,Kathryn Pham,Male,35,IT,Developer,5,17-07-2022,49,Germany,6205295709,32158,10,18,08-01-2024,Monday,6,48,5.0,2024,3,5.0,4,No,1
219,Kevin Flores,Other,42,Finance,Auditor,5,09-03-2023,1,Canada,5582480105,122405,16,16,22-01-2024,Monday,12,21,5.0,2023,2,4.13,3,No,1
220,Mike Myers,Female,39,Support,Support Engineer,1,02-01-2023,91,India,4919711196,33150,3,20,20-11-2024,Wednesday,14,28,3.0,2023,2,6.07,4,No,0
221,Karen Newton,Other,55,Sales,Sales Executive,4,26-06-2012,33,France,843584911,70445,25,11,28-06-2024,Friday,14,33,5.0,2024,13,3.17,2,No,0
222,Kimberly Richardson,Female,24,Marketing,Content Lead,4,22-10-2019,91,India,6706798536,173731,28,25,13-09-2024,Friday,4,23,5.0,2019,6,0.23,4,Yes,1
223,Beth Rivera,Female,26,HR,HR Executive,3,26-05-2016,91,India,1756877180,35989,16,6,08-10-2024,Tuesday,6,72,5.0,2016,9,5.8,3,No,1
224,Carlos Garrison,Other,26,Sales,Account Manager,1,09-04-2011,91,India,9254797662,87882,32,6,24-09-2024,Tuesday,2,21,4.0,2015,14,2.6,3,No,0
225,Michael Stevenson,Other,44,Sales,Sales Executive,3,18-03-2016,44,UK,8827462589,125274,38,8,28-04-2024,Sunday,4,77,3.0,2021,9,1.07,1,Yes,0
226,Christopher Vance,Female,32,Finance,Auditor,1,27-12-2019,33,France,3109392257,69596,8,25,06-02-2024,Tuesday,1,51,5.0,2019,6,4.23,3,No,1
227,Michael Simon,Male,21,Support,Helpdesk,5,16-10-2021,49,Germany,5959075620,150477,30,11,02-09-2024,Monday,7,37,2.0,2021,4,2.17,3,No,0
228,Connie White,Other,39,Support,Support Engineer,2,03-05-2023,1,USA,9790381812,147300,26,12,26-05-2024,Sunday,12,62,3.0,2024,2,2.8,3,No,0
229,Eugene Hammond,Male,28,HR,HR Manager,2,04-03-2019,1,USA,1500253426,137113,9,6,02-05-2024,Thursday,5,69,5.0,2020,6,7.2,3,No,1
230,Robert Hunter,Other,54,Finance,Auditor,3,03-09-2016,1,Canada,1541675991,43249,4,20,08-06-2024,Saturday,2,62,5.0,2022,9,5.87,4,No,1
231,Lisa Hubbard,Female,27,Finance,Accountant,4,12-05-2014,91,India,6517281206,35448,40,20,02-11-2024,Saturday,4,41,5.0,2020,11,-1.33,4,No,1
232,Deborah Stephens,Other,56,HR,HR Manager,1,08-11-2013,33,France,4582143657,122891,14,25,26-04-2024,Friday,6,45,5.0,2017,12,3.03,4,No,1
233,Sandra Jordan,Female,24,IT,Developer,1,03-06-2019,44,UK,5050736306,42837,34,5,27-11-2024,Wednesday,10,14,5.0,2020,6,2.37,4,No,1
234,Thomas Rogers,Female,29,Finance,Accountant,2,08-06-2012,1,USA,2769734815,74702,15,11,20-05-2024,Monday,3,54,5.0,2014,13,5.17,3,No,1
235,William Schneider,Female,38,HR,HR Executive,2,03-03-2011,1,Canada,7228124771,112040,37,3,19-05-2024,Sunday,9,54,5.0,2012,14,2.1,3,No,1
236,Alicia Colon PhD,Female,35,Finance,Accountant,3,08-12-2014,1,Canada,5914110780,170493,17,6,11-01-2024,Thursday,15,57,5.0,2020,11,5.6,3,No,1
237,Justin Sanchez,Male,42,Sales,Account Manager,3,23-12-2023,1,Canada,6586421751,44817,9,25,17-09-2024,Tuesday,14,60,6.0,2023,2,4.03,3,No,0
238,Andrew Coleman,Female,56,Support,Support Engineer,1,04-05-2023,49,Germany,9334054998,39070,7,20,17-09-2024,Tuesday,12,54,7.0,2023,2,5.27,3,No,0
239,James Hall,Female,32,Finance,Auditor,5,10-08-2022,33,France,6036297918,107827,15,29,02-06-2024,Sunday,2,35,5.0,2024,3,2.17,3,No,1
240,Daniel Walton,Female,44,IT,Developer,5,04-03-2020,91,India,9958655708,170873,14,17,02-12-2024,Monday,3,72,5.0,2022,5,4.37,2,No,1
241,Noah Williams,Other,55,Support,Helpdesk,3,06-11-2015,49,Germany,1338100089,162151,9,14,21-08-2024,Wednesday,15,69,9.0,2022,10,5.87,3,No,0
242,Alicia Baker,Female,42,Marketing,Content Lead,4,12-12-2013,49,Germany,7300713107,170095,2,2,20-01-2024,Saturday,11,42,5.0,2015,12,9.27,5,No,1
243,Mr. Walter Cardenas,Female,50,Support,Support Engineer,4,17-09-2012,1,USA,3494070702,155425,8,13,19-01-2024,Friday,8,44,7.0,2015,13,6.23,3,No,0
244,Robert Avila,Other,56,Support,Helpdesk,5,01-01-2023,44,UK,5718407128,75142,5,24,13-06-2024,Thursday,1,14,3.0,2023,2,5.0,3,No,0
245,John Lee,Other,25,Sales,Sales Executive,2,10-10-2017,49,Germany,282836249,156837,40,5,12-09-2024,Thursday,9,9,1.0,2019,8,1.17,2,Yes,0
246,Sarah Shelton,Female,26,Finance,Accountant,4,17-11-2019,49,Germany,4455201304,32981,40,25,16-06-2024,Sunday,14,16,5.0,2019,6,-2.17,3,Yes,1
247,Reginald Perez,Male,39,IT,Engineer,2,14-08-2012,1,Canada,2317590391,171542,35,18,16-08-2024,Friday,10,45,5.0,2016,13,0.0,3,No,1
248,Tammy Anderson,Female,23,IT,Engineer,1,16-03-2013,44,UK,6001498160,164893,21,13,22-08-2024,Thursday,3,44,5.0,2021,12,3.63,2,No,1
249,Daniel Medina,Other,49,HR,HR Executive,4,24-07-2012,33,France,3419263965,123450,20,9,14-01-2024,Sunday,11,25,5.0,2020,13,4.5,3,No,1
250,Jessica Nunez,Male,24,IT,Developer,2,10-10-2019,33,France,3562648055,99973,5,0,19-06-2024,Wednesday,5,21,5.0,2021,6,9.0,5,No,1
251,Matthew Rowe,Other,22,Finance,Accountant,2,13-03-2014,1,Canada,5341586643,71184,29,17,18-04-2024,Thursday,1,41,5.0,2016,11,1.37,3,No,1
252,Patrick Armstrong,Male,56,Support,Helpdesk,5,10-09-2021,33,France,8564205092,169664,33,24,13-02-2024,Tuesday,14,70,1.0,2024,4,-0.6,4,No,0
253,Thomas Moore,Female,50,Marketing,SEO Analyst,3,05-02-2019,91,India,1116649246,102015,8,11,02-02-2024,Friday,2,19,5.0,2023,6,6.57,3,No,1
254,Shannon Green,Female,42,IT,Engineer,2,10-04-2014,1,USA,6616653692,83883,16,13,25-04-2024,Thursday,2,24,5.0,2019,11,4.63,2,No,1
255,Daniel Miller,Male,44,Sales,Sales Executive,5,27-01-2014,1,USA,1311964088,59968,32,16,10-10-2024,Thursday,1,9,7.0,2024,11,0.93,4,No,0
256,Megan Johnson,Male,56,HR,HR Manager,2,21-02-2010,44,UK,5215676599,146542,39,6,24-01-2024,Wednesday,9,12,5.0,2011,15,1.2,4,No,1
257,Samantha Hill,Other,54,Finance,Accountant,1,20-11-2019,91,India,2551341823,91897,39,29,15-03-2024,Friday,14,75,5.0,2024,6,-2.63,1,Yes,1
258,Laurie Martinez,Female,58,HR,HR Executive,5,28-12-2016,1,Canada,6397971355,178781,22,23,21-03-2024,Thursday,2,11,5.0,2022,9,1.77,4,No,1
259,Jade Stephens,Female,26,Finance,Auditor,4,20-12-2020,1,Canada,969123397,109535,15,7,10-02-2024,Saturday,6,55,5.0,2024,5,5.83,3,No,1
260,Andrew Clark,Female,37,HR,HR Manager,3,11-02-2021,1,Canada,6750160267,165808,24,9,12-05-2024,Sunday,5,17,5.0,2023,4,3.7,4,No,1
261,Alexis Flores,Male,32,Marketing,SEO Analyst,4,23-09-2022,49,Germany,4039537852,84858,17,8,14-03-2024,Thursday,14,70,5.0,2024,3,5.27,3,No,1
262,Erin Gonzalez,Female,60,IT,Tester,3,19-02-2023,44,UK,7642038700,77093,39,9,18-08-2024,Sunday,15,61,5.0,2024,2,0.7,2,No,1
263,Timothy Li,Female,55,IT,Engineer,5,20-12-2018,91,India,9845135378,131743,26,3,02-03-2024,Saturday,9,79,5.0,2018,7,4.3,2,No,1
264,Mark Ford,Male,55,Finance,Auditor,5,25-08-2014,33,France,3228021947,134434,28,11,09-06-2024,Sunday,13,54,5.0,2017,11,2.57,3,Yes,1
265,Christopher Mejia,Male,24,HR,HR Executive,1,15-05-2016,1,USA,8882074060,136945,28,15,21-11-2024,Thursday,8,25,5.0,2022,9,1.9,4,No,1
266,Andrea Bolton,Female,43,Marketing,Content Lead,3,20-02-2018,49,Germany,9327270553,135916,2,17,21-03-2024,Thursday,6,58,5.0,2024,7,6.77,3,No,1
267,Noah Gray,Male,57,Support,Support Engineer,2,03-04-2013,1,Canada,462892604,93082,12,30,02-06-2024,Sunday,13,42,8.0,2020,12,2.6,3,No,0
268,Tommy Castillo,Male,29,Marketing,Content Lead,1,21-08-2023,33,France,2426500068,65014,6,4,14-10-2024,Monday,5,33,5.0,2024,2,8.13,3,No,1
269,Carolyn Freeman,Other,30,HR,HR Executive,1,10-09-2021,91,India,6076515191,112960,11,10,27-01-2024,Saturday,9,67,5.0,2023,4,6.13,2,No,1
270,Kaitlyn Wheeler,Other,52,HR,HR Executive,4,10-04-2017,44,UK,8132523154,132414,15,19,24-09-2024,Tuesday,6,64,5.0,2021,8,3.83,3,No,1
271,Melissa Bryant,Other,35,Finance,Accountant,1,13-02-2020,49,Germany,3504721941,143004,6,3,09-09-2024,Monday,11,50,5.0,2020,5,8.3,3,No,1
272,Dr. Kelly Porter DDS,Male,56,Marketing,Content Lead,3,03-10-2019,91,India,5920887131,54712,10,28,11-09-2024,Wednesday,2,13,5.0,2020,6,3.33,1,No,1
273,Mark Reynolds,Male,30,Sales,Account Manager,1,03-04-2018,44,UK,85935705,153348,31,1,22-01-2024,Monday,13,74,3.0,2018,7,3.63,5,No,0
274,Nicholas Garza,Male,55,IT,Tester,5,19-10-2015,44,UK,6542429310,174508,20,4,10-08-2024,Saturday,1,49,5.0,2021,10,5.33,3,No,1
275,James Singh,Female,26,HR,HR Manager,2,15-02-2019,33,France,9022741826,144116,31,2,15-03-2024,Friday,2,64,5.0,2023,6,3.47,4,No,1
276,Laura Russell,Male,56,IT,Engineer,2,01-06-2019,49,Germany,496718464,159885,3,16,03-07-2024,Wednesday,7,65,5.0,2019,6,6.73,1,No,1
277,Mr. Timothy Ray DDS,Female,27,Sales,Account Manager,1,21-06-2010,49,Germany,9476121680,169508,17,3,01-09-2024,Sunday,1,48,8.0,2011,15,6.1,4,No,0
278,Steven Moreno,Male,38,Sales,Sales Executive,2,26-01-2023,49,Germany,3749796672,177664,39,3,19-01-2024,Friday,12,70,3.0,2023,2,1.7,2,Yes,0
279,George Ingram,Male,21,Sales,Account Manager,5,14-10-2015,91,India,9795823474,47481,15,12,18-05-2024,Saturday,2,69,8.0,2016,10,5.0,3,No,0
280,Jason Leach,Other,46,Finance,Auditor,4,05-10-2022,1,Canada,4361352409,30120,8,27,11-08-2024,Sunday,15,9,5.0,2023,3,3.9,4,No,1
281,Norma Gardner,Other,50,Sales,Account Manager,3,10-03-2018,91,India,8711175710,142858,15,24,17-10-2024,Thursday,15,76,2.0,2019,7,3.0,4,No,0
282,Theresa Morgan,Female,31,Finance,Accountant,1,22-07-2010,44,UK,7244369804,105734,21,11,03-07-2024,Wednesday,9,64,5.0,2016,15,3.97,3,No,1
283,Nicholas Klein,Other,51,HR,HR Manager,4,19-10-2012,91,India,5929050380,162145,33,22,07-12-2024,Saturday,2,58,5.0,2013,13,-0.27,2,Yes,1
284,Taylor West,Other,24,Support,Helpdesk,3,26-01-2012,91,India,8721069584,46636,28,8,04-08-2024,Sunday,10,56,1.0,2020,13,3.07,2,Yes,0
285,Alexandra Hill,Male,32,Support,Helpdesk,3,05-08-2010,49,Germany,5948527959,170728,37,1,20-08-2024,Tuesday,10,8,1.0,2021,15,2.43,3,No,0
286,Matthew Clark,Female,27,Sales,Sales Executive,1,10-09-2014,33,France,5669982053,133923,13,30,22-07-2024,Monday,7,60,6.0,2022,11,2.4,4,No,0
287,Gabriella Smith,Other,57,IT,Developer,3,03-11-2021,44,UK,9922810392,79891,16,29,06-09-2024,Friday,11,44,5.0,2024,4,1.97,5,No,1
288,Valerie Turner,Female,21,Marketing,SEO Analyst,2,24-04-2012,1,Canada,5129270012,58705,37,22,12-05-2024,Sunday,15,55,5.0,2024,13,-1.07,3,No,1
289,Ricky Morgan,Male,22,Marketing,Content Lead,3,22-10-2015,49,Germany,7956699823,119161,12,13,05-12-2024,Thursday,8,48,5.0,2021,10,5.43,4,Yes,1
290,Amy Lynch,Female,38,Sales,Sales Executive,3,21-10-2022,49,Germany,7180798783,122362,22,5,14-10-2024,Monday,14,33,10.0,2022,3,4.77,3,No,0
291,Michael White,Other,57,IT,Developer,5,15-01-2017,1,Canada,5724530972,122097,21,5,24-12-2024,Tuesday,12,16,5.0,2021,8,4.97,3,No,1
292,Stephanie Smith,Other,53,Sales,Sales Executive,4,13-07-2016,49,Germany,6405860610,99804,21,9,11-03-2024,Monday,9,57,1.0,2017,9,4.3,3,Yes,0
293,William Norman,Female,21,HR,HR Manager,4,02-07-2017,49,Germany,9053134215,68709,33,21,06-02-2024,Tuesday,9,14,5.0,2024,8,-0.1,4,No,1
294,Ricky Clark,Female,29,HR,HR Manager,1,21-08-2017,33,France,7253592697,73431,25,27,16-03-2024,Saturday,1,15,5.0,2019,8,0.5,5,No,1
295,Melvin Edwards,Male,45,Support,Helpdesk,3,14-06-2023,33,France,1429393933,152937,27,0,04-12-2024,Wednesday,13,79,6.0,2024,2,4.6,5,No,0
296,Michael Ramirez,Male,24,Support,Support Engineer,2,09-03-2017,33,France,6560551060,50829,25,15,11-06-2024,Tuesday,9,52,4.0,2020,8,2.5,3,Yes,0
297,Cheryl Crawford,Female,22,Support,Helpdesk,2,04-10-2011,49,Germany,7131820486,91538,6,19,27-09-2024,Friday,4,52,1.0,2014,14,5.63,3,No,0
298,Danielle Gonzalez,Other,53,Sales,Account Manager,4,15-12-2015,91,India,9577946634,72612,15,8,26-04-2024,Friday,4,28,8.0,2021,10,5.67,4,No,0
299,Brian Stein,Male,26,HR,HR Manager,4,14-11-2015,49,Germany,9554194871,113808,7,5,05-03-2024,Tuesday,2,26,5.0,2021,10,7.77,3,No,1
300,Robert Dudley,Female,30,Finance,Accountant,1,14-06-2017,1,Canada,2622697419,78248,39,16,05-10-2024,Saturday,6,51,5.0,2017,8,-0.47,4,Yes,1
301,Janice Griffin,Male,22,Marketing,Content Lead,1,25-11-2019,33,France,7091535635,36366,20,0,17-10-2024,Thursday,14,37,5.0,2022,6,6.0,4,No,1
302,Vanessa Phillips,Other,34,Finance,Auditor,3,13-08-2021,1,USA,2824352319,124118,5,30,11-10-2024,Friday,4,67,5.0,2022,4,4.0,3,No,1
303,Jared Walters,Other,42,Sales,Account Manager,4,05-05-2021,44,UK,7580229355,173076,35,30,28-06-2024,Friday,12,51,3.0,2021,4,-2.0,4,Yes,0
304,Richard Miller,Male,30,Sales,Sales Executive,5,06-08-2019,44,UK,3082616790,60148,5,8,04-02-2024,Sunday,9,50,5.0,2020,6,7.67,3,No,0
305,Brandi Lewis,Female,48,IT,Developer,3,18-09-2022,91,India,1425157901,179876,17,0,09-04-2024,Tuesday,10,8,5.0,2024,3,6.6,3,No,1
306,Nancy Taylor DVM,Female,50,IT,Engineer,5,28-10-2013,44,UK,1085026450,71648,11,12,06-04-2024,Saturday,2,49,5.0,2016,12,5.8,3,No,1
307,Michael Harris,Female,50,Finance,Auditor,4,11-03-2010,91,India,2627942950,129341,40,7,09-09-2024,Monday,15,71,5.0,2015,15,0.83,4,No,1
308,Nicole Robles,Male,32,HR,HR Manager,1,08-04-2017,33,France,4434581695,154022,11,14,27-06-2024,Thursday,2,14,5.0,2017,8,5.47,3,No,1
309,Samantha Miller,Male,49,IT,Developer,1,15-11-2015,49,Germany,4012238884,38841,20,17,14-11-2024,Thursday,10,53,5.0,2022,10,3.17,3,No,1
310,Andrea Perez,Other,28,HR,HR Manager,4,26-04-2010,1,USA,5461729423,54740,24,26,01-08-2024,Thursday,12,13,5.0,2014,15,0.87,4,Yes,1
311,Scott Flores,Female,59,HR,HR Executive,4,10-09-2011,1,Canada,5045953503,53573,2,5,08-02-2024,Thursday,9,43,5.0,2019,14,8.77,2,No,1
312,Paul Jones,Male,37,Support,Helpdesk,3,17-12-2011,44,UK,7273109248,176277,9,2,22-07-2024,Monday,6,10,1.0,2020,14,7.87,4,No,0
313,John Johns,Other,27,Support,Support Engineer,5,06-11-2013,33,France,8194386074,107565,23,7,20-12-2024,Friday,4,33,9.0,2023,12,4.23,2,No,0
314,Lawrence Sellers,Other,47,HR,HR Manager,5,19-07-2022,1,USA,4920448566,46944,31,15,20-06-2024,Thursday,9,45,5.0,2023,3,1.3,2,Yes,1
315,Joe Schultz,Male,35,Sales,Sales Executive,4,22-08-2010,49,Germany,3295516506,45633,37,11,20-01-2024,Saturday,7,43,9.0,2023,15,0.77,3,No,0
316,Sandra Snow,Male,35,Finance,Accountant,2,21-09-2011,1,Canada,4737761872,167197,10,4,02-11-2024,Saturday,5,45,5.0,2018,14,7.33,3,No,1
317,Beverly Wheeler,Male,55,Sales,Account Manager,1,11-09-2018,49,Germany,8054136555,112507,13,10,22-12-2024,Sunday,5,75,8.0,2019,7,5.73,5,No,0
