employee_id,name,department,job_role,skill_name,proficiency_level
941080,Kismat Andra,HR,Employee Relations,HR Policies,Advanced
941080,Kismat Andra,HR,Employee Relations,Investigation,Advanced
941080,Kismat Andra,HR,Employee Relations,Mediation,Advanced
941080,Kismat Andra,HR,Employee Relations,Data Literacy,Advanced
661440,Aaina Chaudhuri,Marketing,SEO Specialist,Content Optimization,Intermediate
661440,Aaina Chaudhuri,Marketing,SEO Specialist,Backlink Strategy,Intermediate
661440,Aaina Chaudhuri,Marketing,SEO Specialist,Agile Methodology,Intermediate
661440,Aaina Chaudhuri,Marketing,SEO Specialist,On-Page SEO,Intermediate
454617,Inaaya  Chacko,HR,Recruitment Specialist,Employer Branding,Intermediate
454617,Inaaya  Chacko,HR,Recruitment Specialist,Interviewing,Intermediate
454617,Inaaya  Chacko,HR,Recruitment Specialist,Technical Sourcing,Intermediate
454617,Inaaya  Chacko,HR,Recruitment Specialist,Communication,Intermediate
317022,Akarsh Behl,IT,Software Engineer,Java,Advanced
317022,Akarsh Behl,IT,Software Engineer,Python,Advanced
317022,Akarsh Behl,IT,Software Engineer,Git,Advanced
317022,Akarsh Behl,IT,Software Engineer,CI/CD,Advanced
317022,Akarsh Behl,IT,Software Engineer,Docker,Advanced
317022,Akarsh Behl,IT,Software Engineer,Kubernetes,Advanced
317022,Akarsh Behl,IT,Software Engineer,Communication,Advanced
649592,Miraya Chowdhury,Marketing,Content Strategist,SEO,Advanced
649592,Miraya Chowdhury,Marketing,Content Strategist,User Research,Advanced
649592,Miraya Chowdhury,Marketing,Content Strategist,Content Auditing,Advanced
649592,Miraya Chowdhury,Marketing,Content Strategist,Data Literacy,Advanced
303977,Devansh Lad,HR,Employee Relations,HR Policies,Intermediate
303977,Devansh Lad,HR,Employee Relations,Investigation,Intermediate
303977,Devansh Lad,HR,Employee Relations,Mediation,Intermediate
303977,Devansh Lad,HR,Employee Relations,Agile Methodology,Intermediate
302929,Anahi Tella,Marketing,SEO Specialist,HTML / CSS Basics,Advanced
302929,Anahi Tella,Marketing,SEO Specialist,Content Optimization,Advanced
302929,Anahi Tella,Marketing,SEO Specialist,Google Analytics,Advanced
302929,Anahi Tella,Marketing,SEO Specialist,Backlink Strategy,Advanced
302929,Anahi Tella,Marketing,SEO Specialist,Communication,Advanced
460339,Nakul Mammen,HR,HR Manager,Labor Law,Advanced
460339,Nakul Mammen,HR,HR Manager,Talent Acquisition,Advanced
460339,Nakul Mammen,HR,HR Manager,Data Literacy,Advanced
460339,Nakul Mammen,HR,HR Manager,HRIS,Advanced
460339,Nakul Mammen,HR,HR Manager,Employee Relations,Advanced
224744,Abram Saha,HR,Recruitment Specialist,Interviewing,Intermediate
224744,Abram Saha,HR,Recruitment Specialist,ATS,Intermediate
224744,Abram Saha,HR,Recruitment Specialist,Salary Negotiation,Intermediate
224744,Abram Saha,HR,Recruitment Specialist,Critical Thinking,Intermediate
795511,Hunar Biswas,IT,Software Engineer,Python,Intermediate
795511,Hunar Biswas,IT,Software Engineer,Docker,Intermediate
795511,Hunar Biswas,IT,Software Engineer,CI/CD,Intermediate
795511,Hunar Biswas,IT,Software Engineer,Kubernetes,Intermediate
795511,Hunar Biswas,IT,Software Engineer,Critical Thinking,Intermediate
658952,Mehul Chauhan,IT,Data Analyst,Python,Intermediate
658952,Mehul Chauhan,IT,Data Analyst,Tableau,Intermediate
658952,Mehul Chauhan,IT,Data Analyst,Data Literacy,Intermediate
658952,Mehul Chauhan,IT,Data Analyst,Power BI,Intermediate
658952,Mehul Chauhan,IT,Data Analyst,SQL,Intermediate
569484,Riya Tank,Marketing,Content Strategist,SEO,Advanced
569484,Riya Tank,Marketing,Content Strategist,Content Auditing,Advanced
569484,Riya Tank,Marketing,Content Strategist,User Research,Advanced
569484,Riya Tank,Marketing,Content Strategist,Information Architecture,Advanced
569484,Riya Tank,Marketing,Content Strategist,Critical Thinking,Advanced
978668,Charvi Loyal,Sales,Sales Executive,Contract Closing,Advanced
978668,Charvi Loyal,Sales,Sales Executive,CRM,Advanced
978668,Charvi Loyal,Sales,Sales Executive,B2B Sales,Advanced
978668,Charvi Loyal,Sales,Sales Executive,Negotiation,Advanced
978668,Charvi Loyal,Sales,Sales Executive,Communication,Advanced
978668,Charvi Loyal,Sales,Sales Executive,Agile Methodology,Advanced
200386,Anay Dubey,Sales,Business Development,Market Research,Advanced
200386,Anay Dubey,Sales,Business Development,Strategic Pitching,Advanced
200386,Anay Dubey,Sales,Business Development,CRM,Advanced
200386,Anay Dubey,Sales,Business Development,Communication,Advanced
200386,Anay Dubey,Sales,Business Development,Partnership Development,Advanced
178944,Hrishita Andra,Marketing,SEO Specialist,On-Page SEO,Advanced
178944,Hrishita Andra,Marketing,SEO Specialist,Content Optimization,Advanced
178944,Hrishita Andra,Marketing,SEO Specialist,Google Analytics,Advanced
178944,Hrishita Andra,Marketing,SEO Specialist,Backlink Strategy,Advanced
178944,Hrishita Andra,Marketing,SEO Specialist,Data Literacy,Advanced
672800,Hridaan Chauhan,Marketing,SEO Specialist,Content Optimization,Intermediate
672800,Hridaan Chauhan,Marketing,SEO Specialist,Google Analytics,Intermediate
672800,Hridaan Chauhan,Marketing,SEO Specialist,Backlink Strategy,Intermediate
672800,Hridaan Chauhan,Marketing,SEO Specialist,Agile Methodology,Intermediate
157465,Purab Gour,Marketing,SEO Specialist,Content Optimization,Beginner
157465,Purab Gour,Marketing,SEO Specialist,Google Analytics,Beginner
157465,Purab Gour,Marketing,SEO Specialist,Communication,Beginner
157465,Purab Gour,Marketing,SEO Specialist,On-Page SEO,Beginner
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Python,Advanced
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Incident Response,Advanced
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Cryptography,Advanced
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,SIEM,Advanced
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Network Security,Advanced
423086,Darshit Balasubramanian,IT,Cybersecurity Specialist,Data Literacy,Advanced
442346,Riya Mangat,Marketing,SEO Specialist,On-Page SEO,Advanced
442346,Riya Mangat,Marketing,SEO Specialist,HTML / CSS Basics,Advanced
442346,Riya Mangat,Marketing,SEO Specialist,Content Optimization,Advanced
442346,Riya Mangat,Marketing,SEO Specialist,Backlink Strategy,Advanced
442346,Riya Mangat,Marketing,SEO Specialist,Agile Methodology,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,Contract Closing,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,CRM,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,Critical Thinking,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,B2B Sales,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,Negotiation,Advanced
759144,Nitya Trivedi,Sales,Sales Executive,Communication,Advanced
969161,Alia Deep,Marketing,Marketing Executive,SEO,Intermediate
969161,Alia Deep,Marketing,Marketing Executive,Google Analytics,Intermediate
969161,Alia Deep,Marketing,Marketing Executive,Communication,Intermediate
969161,Alia Deep,Marketing,Marketing Executive,Campaign Management,Intermediate
296088,Hansh Kala,Finance,Accountant,Tax Compliance,Intermediate
296088,Hansh Kala,Finance,Accountant,Auditing,Intermediate
296088,Hansh Kala,Finance,Accountant,Financial Accounting,Intermediate
296088,Hansh Kala,Finance,Accountant,Communication,Intermediate
296088,Hansh Kala,Finance,Accountant,Excel,Intermediate
606382,Hansh Batra,Marketing,SEO Specialist,On-Page SEO,Advanced
606382,Hansh Batra,Marketing,SEO Specialist,Content Optimization,Advanced
606382,Hansh Batra,Marketing,SEO Specialist,Google Analytics,Advanced
606382,Hansh Batra,Marketing,SEO Specialist,Backlink Strategy,Advanced
606382,Hansh Batra,Marketing,SEO Specialist,Data Literacy,Advanced
806061,Hunar Chacko,HR,Recruitment Specialist,Interviewing,Advanced
806061,Hunar Chacko,HR,Recruitment Specialist,ATS,Advanced
806061,Hunar Chacko,HR,Recruitment Specialist,Data Literacy,Advanced
806061,Hunar Chacko,HR,Recruitment Specialist,Employer Branding,Advanced
806061,Hunar Chacko,HR,Recruitment Specialist,Salary Negotiation,Advanced
685801,Aayush Kalla,Marketing,Marketing Executive,SEO,Advanced
685801,Aayush Kalla,Marketing,Marketing Executive,Digital Marketing,Advanced
685801,Aayush Kalla,Marketing,Marketing Executive,Google Analytics,Advanced
685801,Aayush Kalla,Marketing,Marketing Executive,Critical Thinking,Advanced
685801,Aayush Kalla,Marketing,Marketing Executive,Content Marketing,Advanced
541902,Divit Kale,Sales,Sales Executive,Contract Closing,Intermediate
541902,Divit Kale,Sales,Sales Executive,CRM,Intermediate
541902,Divit Kale,Sales,Sales Executive,Lead Generation,Intermediate
541902,Divit Kale,Sales,Sales Executive,Negotiation,Intermediate
541902,Divit Kale,Sales,Sales Executive,Agile Methodology,Intermediate
799346,Oorja Tank,IT,Software Engineer,Git,Advanced
799346,Oorja Tank,IT,Software Engineer,CI/CD,Advanced
799346,Oorja Tank,IT,Software Engineer,Docker,Advanced
799346,Oorja Tank,IT,Software Engineer,Kubernetes,Advanced
799346,Oorja Tank,IT,Software Engineer,Data Literacy,Advanced
799346,Oorja Tank,IT,Software Engineer,Data Structures,Advanced
603896,Zoya Bhardwaj,Marketing,Content Strategist,SEO,Intermediate
603896,Zoya Bhardwaj,Marketing,Content Strategist,Data Literacy,Intermediate
603896,Zoya Bhardwaj,Marketing,Content Strategist,Content Auditing,Intermediate
603896,Zoya Bhardwaj,Marketing,Content Strategist,Copywriting,Intermediate
550755,Jayesh Ratta,Finance,Financial Analyst,Power BI,Beginner
550755,Jayesh Ratta,Finance,Financial Analyst,Communication,Beginner
550755,Jayesh Ratta,Finance,Financial Analyst,SQL,Beginner
550755,Jayesh Ratta,Finance,Financial Analyst,Valuation,Beginner
402075,Mehul Kalita,Finance,Accountant,QuickBooks,Advanced
402075,Mehul Kalita,Finance,Accountant,Auditing,Advanced
402075,Mehul Kalita,Finance,Accountant,ERP Systems,Advanced
402075,Mehul Kalita,Finance,Accountant,Financial Accounting,Advanced
402075,Mehul Kalita,Finance,Accountant,Communication,Advanced
402075,Mehul Kalita,Finance,Accountant,Excel,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Forecasting,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Financial Modeling,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Power BI,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Communication,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Valuation,Advanced
622752,Myra Ravi,Finance,Financial Analyst,Excel,Advanced
549689,Nehmat Ahluwalia,Sales,Sales Executive,Contract Closing,Intermediate
549689,Nehmat Ahluwalia,Sales,Sales Executive,B2B Sales,Intermediate
549689,Nehmat Ahluwalia,Sales,Sales Executive,CRM,Intermediate
549689,Nehmat Ahluwalia,Sales,Sales Executive,Communication,Intermediate
883703,Devansh Toor,Finance,Accountant,Tax Compliance,Advanced
883703,Devansh Toor,Finance,Accountant,Auditing,Advanced
883703,Devansh Toor,Finance,Accountant,ERP Systems,Advanced
883703,Devansh Toor,Finance,Accountant,Communication,Advanced
883703,Devansh Toor,Finance,Accountant,Excel,Advanced
123009,Vaibhav Sandhu,Finance,Financial Analyst,Forecasting,Advanced
123009,Vaibhav Sandhu,Finance,Financial Analyst,Data Literacy,Advanced
123009,Vaibhav Sandhu,Finance,Financial Analyst,Power BI,Advanced
123009,Vaibhav Sandhu,Finance,Financial Analyst,Valuation,Advanced
123009,Vaibhav Sandhu,Finance,Financial Analyst,Excel,Advanced
884470,Anvi Sengupta,HR,Recruitment Specialist,Interviewing,Advanced
884470,Anvi Sengupta,HR,Recruitment Specialist,Technical Sourcing,Advanced
884470,Anvi Sengupta,HR,Recruitment Specialist,Employer Branding,Advanced
884470,Anvi Sengupta,HR,Recruitment Specialist,Salary Negotiation,Advanced
884470,Anvi Sengupta,HR,Recruitment Specialist,Agile Methodology,Advanced
631310,Aarav Dey,IT,Data Analyst,Python,Intermediate
631310,Aarav Dey,IT,Data Analyst,Tableau,Intermediate
631310,Aarav Dey,IT,Data Analyst,Critical Thinking,Intermediate
631310,Aarav Dey,IT,Data Analyst,Power BI,Intermediate
631310,Aarav Dey,IT,Data Analyst,SQL,Intermediate
506473,Renee Suresh,IT,Data Analyst,Statistical Analysis,Intermediate
506473,Renee Suresh,IT,Data Analyst,Power BI,Intermediate
506473,Renee Suresh,IT,Data Analyst,Communication,Intermediate
506473,Renee Suresh,IT,Data Analyst,SQL,Intermediate
506473,Renee Suresh,IT,Data Analyst,Excel,Intermediate
306244,Kiara Kulkarni,HR,Recruitment Specialist,Interviewing,Intermediate
306244,Kiara Kulkarni,HR,Recruitment Specialist,Technical Sourcing,Intermediate
306244,Kiara Kulkarni,HR,Recruitment Specialist,Agile Methodology,Intermediate
306244,Kiara Kulkarni,HR,Recruitment Specialist,ATS,Intermediate
800784,Akarsh Dhar,Marketing,SEO Specialist,On-Page SEO,Beginner
800784,Akarsh Dhar,Marketing,SEO Specialist,Agile Methodology,Beginner
800784,Akarsh Dhar,Marketing,SEO Specialist,HTML / CSS Basics,Beginner
568017,Bhamini Sawhney,Sales,Sales Executive,CRM,Intermediate
568017,Bhamini Sawhney,Sales,Sales Executive,Lead Generation,Intermediate
568017,Bhamini Sawhney,Sales,Sales Executive,Negotiation,Intermediate
568017,Bhamini Sawhney,Sales,Sales Executive,Communication,Intermediate
568017,Bhamini Sawhney,Sales,Sales Executive,Agile Methodology,Intermediate
851406,Mohanlal Kala,Sales,Account Manager,Contract Negotiation,Advanced
851406,Mohanlal Kala,Sales,Account Manager,Client Retention,Advanced
851406,Mohanlal Kala,Sales,Account Manager,Upselling,Advanced
851406,Mohanlal Kala,Sales,Account Manager,CRM (Salesforce),Advanced
851406,Mohanlal Kala,Sales,Account Manager,Communication,Advanced
822392,Vaibhav Edwin,Sales,Business Development,Market Research,Advanced
822392,Vaibhav Edwin,Sales,Business Development,Strategic Pitching,Advanced
822392,Vaibhav Edwin,Sales,Business Development,CRM,Advanced
822392,Vaibhav Edwin,Sales,Business Development,Pipeline Management,Advanced
822392,Vaibhav Edwin,Sales,Business Development,Data Literacy,Advanced
842474,Kaira Grewal,Sales,Sales Executive,Lead Generation,Intermediate
842474,Kaira Grewal,Sales,Sales Executive,B2B Sales,Intermediate
842474,Kaira Grewal,Sales,Sales Executive,CRM,Intermediate
842474,Kaira Grewal,Sales,Sales Executive,Critical Thinking,Intermediate
848266,Mannat Sachdeva,Sales,Account Manager,Contract Negotiation,Advanced
848266,Mannat Sachdeva,Sales,Account Manager,Upselling,Advanced
848266,Mannat Sachdeva,Sales,Account Manager,Account Planning,Advanced
848266,Mannat Sachdeva,Sales,Account Manager,CRM (Salesforce),Advanced
848266,Mannat Sachdeva,Sales,Account Manager,Agile Methodology,Advanced
640948,Shaan Ramaswamy,HR,HR Manager,Leadership,Beginner
640948,Shaan Ramaswamy,HR,HR Manager,Data Literacy,Beginner
640948,Shaan Ramaswamy,HR,HR Manager,Labor Law,Beginner
640948,Shaan Ramaswamy,HR,HR Manager,Performance Management,Beginner
161100,Aniruddh Shere,HR,HR Manager,Labor Law,Advanced
161100,Aniruddh Shere,HR,HR Manager,Leadership,Advanced
161100,Aniruddh Shere,HR,HR Manager,HRIS,Advanced
161100,Aniruddh Shere,HR,HR Manager,Agile Methodology,Advanced
161100,Aniruddh Shere,HR,HR Manager,Employee Relations,Advanced
602424,Ayesha Tiwari,HR,Recruitment Specialist,Interviewing,Intermediate
602424,Ayesha Tiwari,HR,Recruitment Specialist,ATS,Intermediate
602424,Ayesha Tiwari,HR,Recruitment Specialist,Communication,Intermediate
602424,Ayesha Tiwari,HR,Recruitment Specialist,Technical Sourcing,Intermediate
602716,Divit Butala,IT,Software Engineer,Java,Advanced
602716,Divit Butala,IT,Software Engineer,Python,Advanced
602716,Divit Butala,IT,Software Engineer,Git,Advanced
602716,Divit Butala,IT,Software Engineer,Docker,Advanced
602716,Divit Butala,IT,Software Engineer,CI/CD,Advanced
602716,Divit Butala,IT,Software Engineer,Critical Thinking,Advanced
602716,Divit Butala,IT,Software Engineer,Data Structures,Advanced
281299,Kiara Jayaraman,IT,Software Engineer,Java,Intermediate
281299,Kiara Jayaraman,IT,Software Engineer,Python,Intermediate
281299,Kiara Jayaraman,IT,Software Engineer,CI/CD,Intermediate
281299,Kiara Jayaraman,IT,Software Engineer,Docker,Intermediate
281299,Kiara Jayaraman,IT,Software Engineer,Critical Thinking,Intermediate
605239,Miraya Suri,Finance,Financial Analyst,Financial Modeling,Advanced
605239,Miraya Suri,Finance,Financial Analyst,Valuation,Advanced
605239,Miraya Suri,Finance,Financial Analyst,Power BI,Advanced
605239,Miraya Suri,Finance,Financial Analyst,Communication,Advanced
605239,Miraya Suri,Finance,Financial Analyst,SQL,Advanced
731879,Prisha Sodhi,IT,Data Analyst,Python,Advanced
731879,Prisha Sodhi,IT,Data Analyst,Statistical Analysis,Advanced
731879,Prisha Sodhi,IT,Data Analyst,Tableau,Advanced
731879,Prisha Sodhi,IT,Data Analyst,Communication,Advanced
731879,Prisha Sodhi,IT,Data Analyst,Excel,Advanced
922524,Eva Dara,Finance,Auditor,Critical Thinking,Beginner
922524,Eva Dara,Finance,Auditor,Internal Auditing,Beginner
922524,Eva Dara,Finance,Auditor,Forensic Accounting,Beginner
922524,Eva Dara,Finance,Auditor,Financial Analysis,Beginner
219479,Shamik Sahota,IT,Software Engineer,Git,Beginner
219479,Shamik Sahota,IT,Software Engineer,Kubernetes,Beginner
219479,Shamik Sahota,IT,Software Engineer,CI/CD,Beginner
219479,Shamik Sahota,IT,Software Engineer,Data Literacy,Beginner
918065,Mohanlal Kothari,Sales,Business Development,Strategic Pitching,Advanced
918065,Mohanlal Kothari,Sales,Business Development,Market Research,Advanced
918065,Mohanlal Kothari,Sales,Business Development,CRM,Advanced
918065,Mohanlal Kothari,Sales,Business Development,Partnership Development,Advanced
918065,Mohanlal Kothari,Sales,Business Development,Agile Methodology,Advanced
459649,Akarsh Iyengar,Marketing,Content Strategist,SEO,Advanced
459649,Akarsh Iyengar,Marketing,Content Strategist,Content Auditing,Advanced
459649,Akarsh Iyengar,Marketing,Content Strategist,Information Architecture,Advanced
459649,Akarsh Iyengar,Marketing,Content Strategist,Critical Thinking,Advanced
459649,Akarsh Iyengar,Marketing,Content Strategist,Copywriting,Advanced
664885,Ela Dhingra,IT,Data Analyst,Power BI,Intermediate
664885,Ela Dhingra,IT,Data Analyst,Tableau,Intermediate
664885,Ela Dhingra,IT,Data Analyst,SQL,Intermediate
664885,Ela Dhingra,IT,Data Analyst,Critical Thinking,Intermediate
916926,Manikya Sridhar,IT,Cybersecurity Specialist,Penetration Testing,Advanced
916926,Manikya Sridhar,IT,Cybersecurity Specialist,Incident Response,Advanced
916926,Manikya Sridhar,IT,Cybersecurity Specialist,Cryptography,Advanced
916926,Manikya Sridhar,IT,Cybersecurity Specialist,Network Security,Advanced
916926,Manikya Sridhar,IT,Cybersecurity Specialist,Communication,Advanced
866448,Nirvi Deo,Finance,Auditor,Compliance,Advanced
866448,Nirvi Deo,Finance,Auditor,Internal Auditing,Advanced
866448,Nirvi Deo,Finance,Auditor,Financial Analysis,Advanced
866448,Nirvi Deo,Finance,Auditor,Risk Assessment,Advanced
866448,Nirvi Deo,Finance,Auditor,Forensic Accounting,Advanced
866448,Nirvi Deo,Finance,Auditor,Agile Methodology,Advanced
424772,Eva Chawla,Sales,Sales Executive,Data Literacy,Beginner
424772,Eva Chawla,Sales,Sales Executive,Lead Generation,Beginner
424772,Eva Chawla,Sales,Sales Executive,B2B Sales,Beginner
424772,Eva Chawla,Sales,Sales Executive,Communication,Beginner
894375,Sana Mani,Finance,Accountant,ERP Systems,Intermediate
894375,Sana Mani,Finance,Accountant,QuickBooks,Intermediate
894375,Sana Mani,Finance,Accountant,Critical Thinking,Intermediate
894375,Sana Mani,Finance,Accountant,Tax Compliance,Intermediate
456634,Eva Bhardwaj,HR,Employee Relations,Conflict Resolution,Advanced
456634,Eva Bhardwaj,HR,Employee Relations,Investigation,Advanced
456634,Eva Bhardwaj,HR,Employee Relations,Employment Law,Advanced
456634,Eva Bhardwaj,HR,Employee Relations,HR Policies,Advanced
456634,Eva Bhardwaj,HR,Employee Relations,Agile Methodology,Advanced
943660,Renee Barad,HR,HR Manager,Talent Acquisition,Beginner
943660,Renee Barad,HR,HR Manager,HRIS,Beginner
943660,Renee Barad,HR,HR Manager,Communication,Beginner
943660,Renee Barad,HR,HR Manager,Performance Management,Beginner
490010,Abram Khatri,Sales,Sales Executive,Critical Thinking,Beginner
490010,Abram Khatri,Sales,Sales Executive,Lead Generation,Beginner
490010,Abram Khatri,Sales,Sales Executive,B2B Sales,Beginner
490010,Abram Khatri,Sales,Sales Executive,Negotiation,Beginner
430758,Saksham Krishna,Sales,Sales Executive,Contract Closing,Advanced
430758,Saksham Krishna,Sales,Sales Executive,CRM,Advanced
430758,Saksham Krishna,Sales,Sales Executive,Lead Generation,Advanced
430758,Saksham Krishna,Sales,Sales Executive,B2B Sales,Advanced
430758,Saksham Krishna,Sales,Sales Executive,Negotiation,Advanced
430758,Saksham Krishna,Sales,Sales Executive,Communication,Advanced
578963,Miraya Ramachandran,IT,Software Engineer,Git,Intermediate
578963,Miraya Ramachandran,IT,Software Engineer,CI/CD,Intermediate
578963,Miraya Ramachandran,IT,Software Engineer,Kubernetes,Intermediate
578963,Miraya Ramachandran,IT,Software Engineer,Data Structures,Intermediate
578963,Miraya Ramachandran,IT,Software Engineer,Agile Methodology,Intermediate
160029,Sana Kale,IT,Software Engineer,Java,Advanced
160029,Sana Kale,IT,Software Engineer,Git,Advanced
160029,Sana Kale,IT,Software Engineer,Docker,Advanced
160029,Sana Kale,IT,Software Engineer,CI/CD,Advanced
160029,Sana Kale,IT,Software Engineer,Kubernetes,Advanced
160029,Sana Kale,IT,Software Engineer,Data Structures,Advanced
160029,Sana Kale,IT,Software Engineer,Communication,Advanced
367930,Devansh Sathe,Finance,Accountant,Tax Compliance,Intermediate
367930,Devansh Sathe,Finance,Accountant,ERP Systems,Intermediate
367930,Devansh Sathe,Finance,Accountant,Financial Accounting,Intermediate
367930,Devansh Sathe,Finance,Accountant,Agile Methodology,Intermediate
367930,Devansh Sathe,Finance,Accountant,Excel,Intermediate
478531,Saanvi Subramanian,Marketing,Content Strategist,SEO,Advanced
478531,Saanvi Subramanian,Marketing,Content Strategist,Content Auditing,Advanced
478531,Saanvi Subramanian,Marketing,Content Strategist,User Research,Advanced
478531,Saanvi Subramanian,Marketing,Content Strategist,Agile Methodology,Advanced
478531,Saanvi Subramanian,Marketing,Content Strategist,Copywriting,Advanced
972172,Zaina Kulkarni,Marketing,SEO Specialist,Content Optimization,Intermediate
972172,Zaina Kulkarni,Marketing,SEO Specialist,Google Analytics,Intermediate
972172,Zaina Kulkarni,Marketing,SEO Specialist,On-Page SEO,Intermediate
972172,Zaina Kulkarni,Marketing,SEO Specialist,Data Literacy,Intermediate
882206,Ryan Garde,Finance,Auditor,Compliance,Beginner
882206,Ryan Garde,Finance,Auditor,Forensic Accounting,Beginner
882206,Ryan Garde,Finance,Auditor,Excel,Beginner
882206,Ryan Garde,Finance,Auditor,Agile Methodology,Beginner
395283,Ranbir Deshmukh,HR,HR Manager,Critical Thinking,Beginner
395283,Ranbir Deshmukh,HR,HR Manager,Talent Acquisition,Beginner
395283,Ranbir Deshmukh,HR,HR Manager,Leadership,Beginner
395283,Ranbir Deshmukh,HR,HR Manager,Performance Management,Beginner
177232,Uthkarsh Bains,HR,Employee Relations,Conflict Resolution,Advanced
177232,Uthkarsh Bains,HR,Employee Relations,Mediation,Advanced
177232,Uthkarsh Bains,HR,Employee Relations,Investigation,Advanced
177232,Uthkarsh Bains,HR,Employee Relations,Critical Thinking,Advanced
177232,Uthkarsh Bains,HR,Employee Relations,HR Policies,Advanced
356177,Shayak Bala,Finance,Accountant,Tax Compliance,Advanced
356177,Shayak Bala,Finance,Accountant,Auditing,Advanced
356177,Shayak Bala,Finance,Accountant,Financial Accounting,Advanced
356177,Shayak Bala,Finance,Accountant,ERP Systems,Advanced
356177,Shayak Bala,Finance,Accountant,Data Literacy,Advanced
356177,Shayak Bala,Finance,Accountant,Excel,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,Penetration Testing,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,Python,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,Cryptography,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,SIEM,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,Network Security,Advanced
245086,Hunar Brar,IT,Cybersecurity Specialist,Agile Methodology,Advanced
765593,Shanaya Roy,Marketing,Marketing Executive,SEO,Advanced
765593,Shanaya Roy,Marketing,Marketing Executive,Campaign Management,Advanced
765593,Shanaya Roy,Marketing,Marketing Executive,Google Analytics,Advanced
765593,Shanaya Roy,Marketing,Marketing Executive,Data Literacy,Advanced
765593,Shanaya Roy,Marketing,Marketing Executive,Content Marketing,Advanced
196164,Ishita Issac,IT,Data Analyst,Python,Advanced
196164,Ishita Issac,IT,Data Analyst,Statistical Analysis,Advanced
196164,Ishita Issac,IT,Data Analyst,Tableau,Advanced
196164,Ishita Issac,IT,Data Analyst,Critical Thinking,Advanced
196164,Ishita Issac,IT,Data Analyst,Power BI,Advanced
196164,Ishita Issac,IT,Data Analyst,SQL,Advanced
225708,Mahika Hora,IT,Software Engineer,Java,Advanced
225708,Mahika Hora,IT,Software Engineer,Python,Advanced
225708,Mahika Hora,IT,Software Engineer,Git,Advanced
225708,Mahika Hora,IT,Software Engineer,CI/CD,Advanced
225708,Mahika Hora,IT,Software Engineer,Docker,Advanced
225708,Mahika Hora,IT,Software Engineer,Data Structures,Advanced
225708,Mahika Hora,IT,Software Engineer,Agile Methodology,Advanced
800323,Kavya Mani,HR,HR Manager,Labor Law,Advanced
800323,Kavya Mani,HR,HR Manager,Talent Acquisition,Advanced
800323,Kavya Mani,HR,HR Manager,Performance Management,Advanced
800323,Kavya Mani,HR,HR Manager,HRIS,Advanced
800323,Kavya Mani,HR,HR Manager,Agile Methodology,Advanced
800323,Kavya Mani,HR,HR Manager,Employee Relations,Advanced
481367,Shayak Bir,Marketing,Content Strategist,SEO,Advanced
481367,Shayak Bir,Marketing,Content Strategist,User Research,Advanced
481367,Shayak Bir,Marketing,Content Strategist,Information Architecture,Advanced
481367,Shayak Bir,Marketing,Content Strategist,Data Literacy,Advanced
481367,Shayak Bir,Marketing,Content Strategist,Copywriting,Advanced
711446,Urvi Raj,HR,Recruitment Specialist,Interviewing,Beginner
711446,Urvi Raj,HR,Recruitment Specialist,ATS,Beginner
711446,Urvi Raj,HR,Recruitment Specialist,Data Literacy,Beginner
711446,Urvi Raj,HR,Recruitment Specialist,Technical Sourcing,Beginner
464263,Shanaya Date,IT,Software Engineer,Java,Advanced
464263,Shanaya Date,IT,Software Engineer,Git,Advanced
464263,Shanaya Date,IT,Software Engineer,CI/CD,Advanced
464263,Shanaya Date,IT,Software Engineer,Docker,Advanced
464263,Shanaya Date,IT,Software Engineer,Kubernetes,Advanced
464263,Shanaya Date,IT,Software Engineer,Data Structures,Advanced
464263,Shanaya Date,IT,Software Engineer,Communication,Advanced
144782,Dhanush Shukla,IT,Data Analyst,Python,Intermediate
144782,Dhanush Shukla,IT,Data Analyst,Statistical Analysis,Intermediate
144782,Dhanush Shukla,IT,Data Analyst,SQL,Intermediate
144782,Dhanush Shukla,IT,Data Analyst,Communication,Intermediate
441410,Yashvi Bhattacharyya,Finance,Auditor,Risk Assessment,Beginner
441410,Yashvi Bhattacharyya,Finance,Auditor,Forensic Accounting,Beginner
